0,Model: FastText Test Set,,,,,
0,,,,,,
sadness,1449,85,38,67,75,29
joy,72,1270,158,26,30,44
love,42,160,1447,31,20,25
anger,61,37,18,1617,68,9
fear,49,27,13,62,1451,160
surprise,7,24,11,9,111,1631
0,,,,,,
0,Model: DistilBERT Test Set,,,,,
0,,,,,,
sadness,1467,53,50,66,75,32
joy,64,1244,177,40,30,45
love,41,75,1547,30,11,21
anger,36,25,16,1653,69,11
fear,30,17,11,55,1496,153
surprise,5,4,5,1,12,1766
0,,,,,,
