Time,Model,Feature Type,Train Accuracy,Train Log Loss,Val Accuracy,Val Log Loss,Test Accuracy,Test Log Loss,Classification Report,Train Time (s),Best Params,Confusion Matrix Path
2024-10-09 03:12:33,FastText,"Word Embeddings, Character n-grams",,,0.8368637975654174,,,,N/A,2.3767342567443848,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 2, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:12:36,FastText,"Word Embeddings, Character n-grams",,,0.839930988210486,,,,N/A,2.4301254749298096,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 2, 'dim': 200, 'loss': 'ova'}",
2024-10-09 03:12:37,FastText,"Word Embeddings, Character n-grams",,,0.8440525256397968,,,,N/A,1.314286708831787,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 3, 'dim': 50, 'loss': 'softmax'}",
2024-10-09 03:12:39,FastText,"Word Embeddings, Character n-grams",,,0.8440525256397968,,,,N/A,1.2712321281433105,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 3, 'dim': 50, 'loss': 'ova'}",
2024-10-09 03:12:40,FastText,"Word Embeddings, Character n-grams",,,0.8422313811942873,,,,N/A,1.6932568550109863,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 3, 'dim': 100, 'loss': 'softmax'}",
2024-10-09 03:12:42,FastText,"Word Embeddings, Character n-grams",,,0.8451068724240391,,,,N/A,1.7155888080596924,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 3, 'dim': 100, 'loss': 'ova'}",
2024-10-09 03:12:45,FastText,"Word Embeddings, Character n-grams",,,0.8422313811942873,,,,N/A,2.7261290550231934,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 3, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:12:48,FastText,"Word Embeddings, Character n-grams",,,0.84386082622448,,,,N/A,2.7538390159606934,"{'lr': 0.5, 'epoch': 30, 'wordNgrams': 3, 'dim': 200, 'loss': 'ova'}",
2024-10-09 03:12:49,FastText,"Word Embeddings, Character n-grams",,,0.7900891402281223,,,,N/A,1.3351378440856934,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 1, 'dim': 50, 'loss': 'softmax'}",
2024-10-09 03:12:50,FastText,"Word Embeddings, Character n-grams",,,0.814722515096329,,,,N/A,1.2920849323272705,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 1, 'dim': 50, 'loss': 'ova'}",
2024-10-09 03:12:52,FastText,"Word Embeddings, Character n-grams",,,0.7902808396434391,,,,N/A,1.5173218250274658,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 1, 'dim': 100, 'loss': 'softmax'}",
2024-10-09 03:12:54,FastText,"Word Embeddings, Character n-grams",,,0.8150100642193041,,,,N/A,1.7215666770935059,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 1, 'dim': 100, 'loss': 'ova'}",
2024-10-09 03:12:56,FastText,"Word Embeddings, Character n-grams",,,0.789993290520464,,,,N/A,2.4018020629882812,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 1, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:12:59,FastText,"Word Embeddings, Character n-grams",,,0.8138598677274035,,,,N/A,2.300992727279663,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 1, 'dim': 200, 'loss': 'ova'}",
2024-10-09 03:13:00,FastText,"Word Embeddings, Character n-grams",,,0.8380139940573181,,,,N/A,1.8134121894836426,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 2, 'dim': 50, 'loss': 'softmax'}",
2024-10-09 03:13:02,FastText,"Word Embeddings, Character n-grams",,,0.8420396817789706,,,,N/A,1.838331937789917,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 2, 'dim': 50, 'loss': 'ova'}",
2024-10-09 03:13:05,FastText,"Word Embeddings, Character n-grams",,,0.8370554969807342,,,,N/A,2.465301036834717,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 2, 'dim': 100, 'loss': 'softmax'}",
2024-10-09 03:13:07,FastText,"Word Embeddings, Character n-grams",,,0.8413687338253618,,,,N/A,2.3754806518554688,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 2, 'dim': 100, 'loss': 'ova'}",
2024-10-09 03:13:11,FastText,"Word Embeddings, Character n-grams",,,0.8385890923032685,,,,N/A,3.758333444595337,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 2, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:13:15,FastText,"Word Embeddings, Character n-grams",,,0.841656282948337,,,,N/A,3.7741477489471436,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 2, 'dim': 200, 'loss': 'ova'}",
2024-10-09 03:13:17,FastText,"Word Embeddings, Character n-grams",,,0.8419438320713122,,,,N/A,2.0814738273620605,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 3, 'dim': 50, 'loss': 'softmax'}",
2024-10-09 03:13:19,FastText,"Word Embeddings, Character n-grams",,,0.8431898782708713,,,,N/A,2.237988233566284,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 3, 'dim': 50, 'loss': 'ova'}",
2024-10-09 03:13:22,FastText,"Word Embeddings, Character n-grams",,,0.842135531486629,,,,N/A,2.8342039585113525,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 3, 'dim': 100, 'loss': 'softmax'}",
2024-10-09 03:13:25,FastText,"Word Embeddings, Character n-grams",,,0.8441483753474552,,,,N/A,2.7176778316497803,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 3, 'dim': 100, 'loss': 'ova'}",
2024-10-09 03:13:30,FastText,"Word Embeddings, Character n-grams",,,0.8429981788555545,,,,N/A,4.461359262466431,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 3, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:13:34,FastText,"Word Embeddings, Character n-grams",,,0.8446276238857472,,,,N/A,4.196939945220947,"{'lr': 0.5, 'epoch': 50, 'wordNgrams': 3, 'dim': 200, 'loss': 'ova'}",
2024-10-09 03:13:35,FastText,"Word Embeddings, Character n-grams",,,0.8118470238665773,,,,N/A,0.6746594905853271,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 1, 'dim': 50, 'loss': 'softmax'}",
2024-10-09 03:13:35,FastText,"Word Embeddings, Character n-grams",,,0.8266078788459695,,,,N/A,0.5184943675994873,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 1, 'dim': 50, 'loss': 'ova'}",
2024-10-09 03:13:36,FastText,"Word Embeddings, Character n-grams",,,0.8102175788363846,,,,N/A,0.7600440979003906,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 1, 'dim': 100, 'loss': 'softmax'}",
2024-10-09 03:13:37,FastText,"Word Embeddings, Character n-grams",,,0.8285248729991374,,,,N/A,0.6391136646270752,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 1, 'dim': 100, 'loss': 'ova'}",
2024-10-09 03:13:38,FastText,"Word Embeddings, Character n-grams",,,0.8127096712355028,,,,N/A,0.9591648578643799,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 1, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:13:39,FastText,"Word Embeddings, Character n-grams",,,0.826224480015336,,,,N/A,0.960474967956543,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 1, 'dim': 200, 'loss': 'ova'}",
2024-10-09 03:13:40,FastText,"Word Embeddings, Character n-grams",,,0.8381098437649765,,,,N/A,0.936617374420166,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 2, 'dim': 50, 'loss': 'softmax'}",
2024-10-09 03:13:41,FastText,"Word Embeddings, Character n-grams",,,0.8408894852870699,,,,N/A,0.9297168254852295,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 2, 'dim': 50, 'loss': 'ova'}",
2024-10-09 03:13:42,FastText,"Word Embeddings, Character n-grams",,,0.8373430461037094,,,,N/A,1.2330410480499268,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 2, 'dim': 100, 'loss': 'softmax'}",
2024-10-09 03:13:43,FastText,"Word Embeddings, Character n-grams",,,0.8415604332406786,,,,N/A,1.251321792602539,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 2, 'dim': 100, 'loss': 'ova'}",
2024-10-09 03:13:45,FastText,"Word Embeddings, Character n-grams",,,0.8342758554586408,,,,N/A,1.9557652473449707,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 2, 'dim': 200, 'loss': 'softmax'}",
2024-10-09 03:13:47,FastText,"Word Embeddings, Character n-grams",,,0.8403143870411195,,,,N/A,1.979243278503418,"{'lr': 0.8, 'epoch': 20, 'wordNgrams': 2, 'dim': 200, 'loss': 'ova'}",
